THE_TE_UID,TERM,TERM_GD,POS_GD,KEYWORDS_GD,INDEX_TERM,SCOPE_NOTE,SCOPE_NOTE_GD,STATUS,ORIGIN,PROPOSED,WHEN_PROPOSED,ACCEPTED,DATE_ACCEPTED,COMMENTS,LIST_UID,ENTERED_DT,ENTERED_BY,UPDATED_DT,UPDATED_BY,SYNONYMS_GD
1636,RACING SPORTS SITE,,,,Y,"A building, site or structure associated with various racing sports.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1637,RACECOURSE,,,,Y,A piece of ground on which horse races are run.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1640,STADIUM,,,,Y,"A large, usually unroofed building with tiers of seats for spectators, enclosing a field used for sports events.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1642,TENNIS COURT,,,,Y,"A prepared area, traditionally grass, where tennis is played.",,Y,Highland/EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,31/10/2006 15:44,LEANNEM,
1644,VISITOR CENTRE,,,,Y,"A building or complex with public facilities, information, interpretative displays, presentations and exhibitions, set within a scenic area or close to a historic building or site.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1645,RELIGIOUS RITUAL AND FUNERARY,,,,N,This is the top term for the class. See RELIGION RITUAL AND FUNERARY Class List for narrow terms.,,Y,EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:31,ANGELAG,
1647,ALTAR SLAB,,,,Y,A stone slab forming the horizontal surface of an altar.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1649,PIT DEFINED AVENUE,,,,Y,An avenue defined by two or more parallel rows of pits.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1652,CHAPTER HOUSE,,,,Y,"The building attached to a cathedral or collegiate church where the dean, prebendaries or monks and canons met for the transaction of business.",,Y,Highland/EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,31/10/2006 14:04,LEANNEM,
1655,CORPSE ROAD,,,,Y,"A road, used traditionally for the transportation of a corpse to a place of burial.",,Y,Highland/EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,12/04/2007 16:16,SUSANC,
1656,CROSS,,,,Y,A free-standing structure in the form of a cross. Use specific term where known.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1659,CROSS BASE,,,,Y,The base for a freestanding cross.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1491,RING CAIRN,,,,Y,A circular cairn with a central court.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1494,KERB CAIRN,,,,Y,"A prehistoric monument comprising a low mound or stone cairn ringed by a prominent kerb of stones, which is usually taller than the mound or cairn itself.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
686,BLEACH WORKS,,,,Y,A works where bleach is made.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,14/05/2007 11:00,LEANNEM,
687,LIME WORKS,,,,Y,An industrial site where lime (calcium carbonate) is produced.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
954,FIBRE GLASS WORKS,,,,Y,A site where objects are manufactured from fibre-glass.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
955,FIRE CLAY WORKS,,,,Y,"A building or site used for the production of bricks and other items, from a clay with refractory properties.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,16/08/2007 14:50,ANGELAG,
957,REFRACTORY WORKS,,,,Y,A factory that produces refractory bricks and other heat resistant ceramic products.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
958,GREASE WORKS,,,,Y,Recovery and removal of grease (lanolin) from raw wool.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
961,PRE CAST CONCRETE WORKS,,,,Y,A site where building components and other objects are cast in concrete.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
962,RETORT WORKS,,,,Y,"A site where retorts, used in the production of coal gas, are made.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
965,SCOURING WORKS,,,,Y,A building or outdoor facility where wool is washed to remove grease.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
966,SPRING WORKS,,,,Y,A site where metal springs are manufactured.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
968,TOOL WORKS,,,,Y,A site where hand tools are manufactured. For machine tools use MACHINE TOOL WORKS.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
969,TUBE WORKS,,,,Y,"A factory which produces steel tubes, either by forging from ingots to produce seamless tubes, or by bending and welding steel plate.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/04/2007 12:03,LEANNEM,
970,WORKSHOP,,,,Y,A building or room used for small-scale manufacture. Use more specific term where possible.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
976,MILLWRIGHTS WORKSHOP,,,,Y,A workshop where industrial machinery and equipment is repaired and maintained.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
977,SLATERS WORKSHOP,,,,Y,"A workshop where slates are split and worked by hand, usually to produce roofing tiles.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
980,WOOD TURNING WORKSHOP,,,,Y,A workshop used for completing the shape of a product or part by turning on a lathe or wheel.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
981,INDUSTRIAL ESTATE,,,,Y,"An area of land divided into plots for use by manufacturing or commercial concerns, which may share some common services.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
988,INDUSTRIAL LANDSCAPE,,,,Y,"An area containing a range of buildings, structures, transport routes and other features which relate to industrial activity.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
989,INDUSTRIAL PREMISES,,,,Y,A building and associated land which are used as a place of business by an industrial concern.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
990,INDUSTRIAL SITE,,,,Y,An area or defined space believed to have been used for trades and/or manufacturing activity. Only use when evidence for more specific site type is lacking.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,12/07/2007 12:55,LEANNEM,
1133,MINERAL PRODUCT SITE,,,,Y,Buildings and sites associated with the production of materials made from minerals.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1134,BRICK AND TILEMAKING SITE,,,,Y,Sites and structures associated with the manufacture of bricks and tiles. Includes sites associated with earth extraction and preparation.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/04/2007 13:46,LEANNEM,
1135,BRICK AND TILE WORKS,,,,Y,A site and associated structures used in the manufacture of bricks and tiles.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
2243,MILITARY TRAINING AREA,,,,N,Non-preferred term. Use MILITARY TRAINING SITE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:15,ANGELAG,
2244,MILITARY WAY,,,,N,Non-preferred term. Use MILITARY ROAD.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:15,ANGELAG,
2257,MUNITIONS PLANT,,,,N,Non-preferred term. Use MUNITIONS FACTORY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:16,ANGELAG,
2260,NECROPOLIS,,,,N,Non-preferred term. Use CEMETERY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:16,ANGELAG,
2267,OLD ROAD,,,,N,Non-preferred term. Use ROAD.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:17,ANGELAG,
2276,PAINT MILL,,,,N,Non-preferred term. Use PAINT FACTORY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:17,ANGELAG,
500556,PENANNULAR ENCLOSURE,,,,Y,Non-preferred term. Use CURVILINEAR ENCLOSURE.,,N,EH,,,,,,1,27/10/2006 13:15,LEANNEM,18/07/2007 09:17,ANGELAG,
2287,PIPE LINE,,,,N,Non-preferred term. Use PIPELINE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:19,ANGELAG,
2139,FIRE BRICK MANUFACTORY,,,,N,Non-preferred term. Use FIREBRICK WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:49,ANGELAG,
2182,HARBOUR WALL,,,,N,Non-preferred term. Use BREAKWATER.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:50,ANGELAG,
2197,INCLINE DRUM BUILDING,,,,N,Non-preferred term. Use WINCH HOUSE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:50,ANGELAG,
2222,LIFEBOAT SHED,,,,N,Non-preferred term. Use LIFEBOAT STATION.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:51,ANGELAG,
2254,MOTTE AND BAILEY CASTLE,,,,N,Non-preferred term. Use MOTTE AND BAILEY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:52,ANGELAG,
2265,OIL AND COLOUR WORKS,,,,N,Non-preferred term. Use DYE AND PIGMENT SITE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:49,ANGELAG,
2268,OPEN CAST WORKINGS,,,,N,Non-preferred term. Use OPEN CAST MINE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:49,ANGELAG,
2277,PAINT WORKS,,,,N,Non-preferred term. Use PAINT FACTORY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:50,ANGELAG,
2296,PRESERVE AND CONFECTIONERY WORKS,,,,N,Non-preferred term. Use CONFECTIONERY WORKS and PRESERVE WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:51,ANGELAG,
2298,PRINT WORKS,,,,N,Non-preferred term. Use TEXTILE PRINT WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:51,ANGELAG,
2301,QUARRY WORKINGS,,,,N,Non-preferred term. Use QUARRY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:52,ANGELAG,
2320,ROLLER SKATING RINK,,,,N,Non-preferred term. Use SKATING RINK.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:52,ANGELAG,
2324,ROPE AND TWINE WORKS,,,,N,Non-preferred term. Use ROPE WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:52,ANGELAG,
2331,SACKMAKING WORKS,,,,N,Non-preferred term. Use SACK FACTORY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:53,ANGELAG,
2336,SAUSAGE WORKS,,,,N,Non-preferred term. Use SAUSAGE FACTORY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:53,ANGELAG,
2340,SCULPTED ROCK,,,,N,Non-preferred term. Use SCULPTURE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:53,ANGELAG,
2352,SHRINKING WORKS,,,,N,Non-preferred term. Use TEXTILE SHRINKING WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:54,ANGELAG,
501806,NO CLASS (EVENT),,,,Y,"A record that has been created in the course of an event (such as an excavation, watching brief etc) but has not uncovered any archaeological features.",,Y,RCAHMS,,,,,,1,19/04/2007 10:18,LEANNEM,19/04/2007 10:19,LEANNEM,
335,BUNKER,,,,Y,"A structure, often built underground, used for defence and co-ordination of military activity.",,Y,Highland/EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/04/2007 11:42,LEANNEM,
390,TARGET,,,,Y,"Any structure or object, used for the purpose of practice shooting by aerial, seaborne or land mounted weapons.",,Y,Highland/EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/04/2007 11:52,LEANNEM,
1501,CUP AND RING MARKED STONE,,,,Y,"A stone bearing one or more small, roughly hemispherical depressions surrounded by a concentric arrangement of annular or penannular grooves. More complex designs may also occur.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/04/2007 13:51,LEANNEM,
1617,REFUGE STONE,,,,Y,"A large stone, pile of stones or outcrop, with a cavity which provides temporary or emergency accommodation for travellers, mountaineers etc.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,20/04/2007 13:52,LEANNEM,
502431,FABRICATION YARD,,,,Y,An industrial facility for making large engineered constructions such as sections of ships or bridges.,,Y,RCAHMS,,,,,,1,01/06/2007 09:09,LEANNEM,02/10/2007 12:02,ANGELAG,
502122,MULBERRY HARBOUR,,,,Y,Non-preferred term. Use FLOATING HARBOUR.,,N,,,,,,,1,14/05/2007 15:28,LEANNEM,17/07/2007 11:52,ANGELAG,
500594,NATIONAL DEBT REDEMPTION OFFICE,,,,Y,Non-preferred term. Use GOVERNMENT OFFICE.,,N,EH,,,,,,1,27/10/2006 15:57,LEANNEM,17/07/2007 11:53,ANGELAG,
2288,PITHEAD BUILDING,,,,N,Non-preferred term. Use MINE BUILDING.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:53,ANGELAG,
2300,PUBLIC BATH HOUSE,,,,N,Non-preferred term. Use BATHS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:53,ANGELAG,
2362,STABLE BLOCK,,,,N,Non-preferred term. Use STABLE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:55,ANGELAG,
2363,STABLE RANGE,,,,N,Non-preferred term. Use STABLE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:55,ANGELAG,
502221,STABLEYARD,,,,Y,Non-preferred term. Use YARD.,,N,,,,,,,1,16/05/2007 14:44,LEANNEM,17/07/2007 11:55,ANGELAG,
2392,TIMBER SHED,,,,N,Non-preferred term. Use WOOD SHED.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:56,ANGELAG,
2393,TIMBER TRACKWAY,,,,N,Non-preferred term. Use TIMBER TRACK.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:56,ANGELAG,
2395,TOBACCO PIPE WORKS,,,,N,Non-preferred term. Use CLAY TOBACCO PIPE FACTORY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:57,ANGELAG,
2401,TUBEWORKS,,,,N,Non-preferred term. Use TUBE WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:57,ANGELAG,
2318,RIVER EMBANKMENT,,,,N,Non-preferred term. Use FLOOD DEFENCES.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:54,ANGELAG,
2326,ROPEWORKS,,,,N,Non-preferred term. Use ROPE WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:53,ANGELAG,
2351,SHOOTING BUTT,,,,N,Non-preferred term. Use SHOOTING STAND.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 11:55,ANGELAG,
2356,SLAUGHTERHOUSE,,,,N,Non-preferred term. Use ABATTOIR.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 07:09,ANGELAG,
2357,SMALL CAIRN,,,,N,Non-preferred term. Use CLEARANCE CAIRN unless a burial function is known.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:25,ANGELAG,
2366,STEEL FOUNDRY,,,,N,Non-preferred term. Use STEEL WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,17/07/2007 14:14,ANGELAG,
2371,STONE CRUSHER,,,,N,Non-preferred term. Use ROCK CRUSHER,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,11/05/2009 14:58,LEANNEM,
2374,STONECUTTERS YARD,,,,N,Non-preferred term. Use STONEMASONS YARD.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 10:31,ANGELAG,
2376,STORAGE CLAMP,,,,N,Non-preferred term. Use STOREHOUSE or more specific term where known eg POTATO PIT.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:28,ANGELAG,
2387,TEXTILE FACTORY,,,,N,Non-preferred term. Use TEXTILE MILL.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:29,ANGELAG,
2397,TRACTOR WORKS,,,,N,Non-preferred term. Use TRACTOR FACTORY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:56,ANGELAG,
2408,VIKING GRAVE,,,,N,"Non-preferred term. Use GRAVE, with Viking in a period field.",,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:58,ANGELAG,
2409,VIKING HOUSE,,,,N,"Non-preferred term. Use HOUSE, with Viking in a period field.",,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 08:59,ANGELAG,
1902,POST HOLE,,,,Y,"A hole dug to provide a firm base for an upright post, often with stone packing. Use broader monument type where known.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1903,SITE,,,,Y,Unclassifiable archaeological remains with minimal information. Specify site type wherever possible.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,21/02/2007 11:10,ANGELAG,
1904,EROSION SITE,,,,Y,"A site which has been partially exposed through the process of erosion and is not, as yet, fully understood.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1906,SLAB LINED PIT,,,,Y,"A square or rectangular pit lined with stone slabs, often sealed with clay. Usually found set into the floors of later prehistoric houses, and presumed to be used for storage and/or cooking.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1907,STAKE ALIGNMENT,,,,Y,One or more rows of stakes or stake holes set at regular or irregular intervals along a common axis.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1908,STAKE HOLE,,,,Y,A hole which has been created by driving or hammering an upright stake into the ground.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1910,ARCHITECTURAL FRAGMENT,,,,Y,"A detached piece of masonry, generally worked, formally part of a stone structure. Use more specific term where known.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1913,BUILDING COMPONENT,,,,Y,"A structure which can be an area within a building, a separate building within a complex or a detached architectural component of a building.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1915,VAULT,,,,Y,"An underground room or building with an arched roof, often used as a burial chamber. Use wider site type where known.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,12/07/2007 12:50,LEANNEM,
1917,OFFICE,,,,Y,"A building or room where business, administrative or professional activities are conducted. Use specific type where known.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1918,OUTBUILDING,,,,Y,"A detached subordinate building. Use specific type where known, e.g. DAIRY.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1920,CHUTE,,,,Y,"An inclined channel or vertical passage down which water, coal, etc. may be conveyed.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1921,COVENANTERS CAVE,,,,Y,A cave used by Covenanters as a place of worship or concealment.,,Y,RCAHMS,,,,,,1,03/07/2006 14:26,RC_THESAURUS,27/09/2007 11:15,ANGELAG,
1923,COVENANTERS MEETING PLACE,,,,Y,"An area where Covenanters assembled for prayer and worship, generally a natural hollow.",,Y,RCAHMS,,,,,,1,03/07/2006 14:26,RC_THESAURUS,27/09/2007 11:15,ANGELAG,
1927,FUEL STORE,,,,Y,A place where material used for burning is stored.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1928,COAL SHED,,,,Y,Non-preferred term. Use COAL STORE.,,N,EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,13/01/2012 11:54,ANGELAG,
1929,PEAT STORE,,,,Y,A place for the storage of peat.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,13/01/2012 12:00,ANGELAG,
1931,GATE POST,,,,Y,An upright wooden post from which a gate is suspended by its hinges. For brick or masonry structures use GATE PIER.,,Y,RCAHMS,,,,,,1,03/07/2006 14:26,RC_THESAURUS,30/01/2008 14:45,ANGELAG,
1933,HEARTH,,,,Y,"A slab, structure or place on which fires are made.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1934,HOLLOW,,,,Y,"A concave area of ground, which may be of natural or artificial origin.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1935,MANUPORT,,,,Y,An unmodified stone or other natural object that could only have been transported to a site by human agency.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1938,OVEN,,,,Y,"A brick, stone or iron receptacle in which bread and other food is baked.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1939,PAVING,,,,Y,"A level surface, usually for pedestrian or animal use, composed of flat slabs of stone, concrete or other hard material.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1940,PILE,,,,Y,"A structural component in the form of a substantial upright, usually wooden, driven into the ground to support a building platform or superstructure. Use more specific site type where known.",,Y,RCAHMS,,,,,,1,03/07/2006 14:26,RC_THESAURUS,08/10/2007 10:35,ANGELAG,
1941,PIPELINE,,,,Y,"A conduit or pipes, used primarily for conveying petroleum from oil wells to a refinery, or for supplying water to a town or district, etc.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1942,PORTICO,,,,Y,"A porch or walkway with a roof supported by columns, often leading to the entrance of a building.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1943,POST,,,,Y,"A building component of timber or metal placed vertically in the ground, often to support a roof or other superstructure. Use more specific site type where known.",,Y,RCAHMS,,,,,,1,03/07/2006 14:26,RC_THESAURUS,11/10/2007 09:10,ANGELAG,
1944,RUBBING STONE,,,,Y,A large stone used by cattle to rub up against and so scratch themselves.,,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
1945,SEAT,,,,Y,An external structure used to sit on.,,Y,EH,,,,,,1,03/07/2006 14:26,RC_THESAURUS,06/12/2006 11:11,ANGELAG,
1946,SHAFT,,,,Y,"A vertical passage which provides access or ventilation to an underground excavation or chamber. Use only if function is unknown, otherwise use specific term.",,Y,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,,,
